,files,make,model,year,id
25056,Chevrolet_Silverado 2500HD_2012_36_17_360_60_8_80_78_nan_nan_RWD_6_4_Pickup_Dgx.jpg,Chevrolet,Silverado 2500HD,2012,Dgx.jpg
14327,GMC_Sierra 1500_2020_35_17_280_43_6_81_75_nan_16_RWD_6_4_Pickup_DhQ.jpg,GMC,Sierra 1500,2020,DhQ.jpg
51178,Dodge_Durango_2013_39_20_290_36_6_75_71_199_16_RWD_7_4_SUV_DhY.jpg,Dodge,Durango,2013,DhY.jpg
29810,Nissan_Murano_2013_37_18_260_35_6_74_67_189_18_FWD_5_4_SUV_Dhb.jpg,Nissan,Murano,2013,Dhb.jpg
29340,Nissan_Titan_2016_57_20_310_50_8_80_78_242_nan_RWD_5_4_Pickup_Dhi.jpg,Nissan,Titan,2016,Dhi.jpg
57003,Chevrolet_Silverado 1500_2012_31_17_300_48_8_80_73_nan_14_RWD_6_4_Pickup_Dhr.jpg,Chevrolet,Silverado 1500,2012,Dhr.jpg
22796,Volkswagen_Tiguan_2016_28_19_200_20_4_71_67_174_21_FWD_5_4_SUV_Diz.jpg,Volkswagen,Tiguan,2016,Diz.jpg
5237,Porsche_Macan_2016_52_19_340_30_6_76_63_184_17_AWD_5_4_SUV_Djz.jpg,Porsche,Macan,2016,Djz.jpg
9928,Lincoln_MKT_2017_49_19_360_35_6_76_67_207_15_AWD_7_4_SUV_DmI.jpg,Lincoln,MKT,2017,DmI.jpg
60943,Chevrolet_Blazer_2003_23_15_190_43_6_67_64_nan_15_4WD_4_2_SUV_DnM.jpg,Chevrolet,Blazer,2003,DnM.jpg
54643,Lincoln_Continental_2000_39_16_270_46_8_73_56_208_17_FWD_5_4_4dr_DoI.jpg,Lincoln,Continental,2000,DoI.jpg
57870,Toyota_Yaris_2020_16_15_100_15_4_66_58_171_32_FWD_5_4_4dr_DoP.jpg,Toyota,Yaris,2020,DoP.jpg
49932,BMW_7-Series_2015_82_18_250_30_6_74_58_205_23_AWD_5_4_4dr_DpM.jpg,BMW,7-Series,2015,DpM.jpg
4998,Dodge_Grand Caravan_2016_23_17_280_36_6_78_67_202_17_FWD_7_4_Van_Dpu.jpg,Dodge,Grand Caravan,2016,Dpu.jpg
14464,Lexus_LX_2015_83_20_380_57_8_77_73_197_12_4WD_8_4_SUV_DrU.jpg,Lexus,LX,2015,DrU.jpg
17749,Hyundai_Sonata_2013_27_18_270_20_4_72_57_189_22_FWD_5_4_4dr_DsI.jpg,Hyundai,Sonata,2013,DsI.jpg
38732,Nissan_Leaf_2016_29_16_100_nan_nan_69_61_175_nan_FWD_5_4_4dr_DsW.jpg,Nissan,Leaf,2016,DsW.jpg
36122,Mazda_CX-9_2014_36_20_270_37_6_76_68_200_16_AWD_7_4_SUV_Dsc.jpg,Mazda,CX-9,2014,Dsc.jpg
55301,Mazda_MAZDA6_2016_30_19_180_25_4_72_57_192_26_FWD_5_4_4dr_DtX.jpg,Mazda,MAZDA6,2016,DtX.jpg
61981,Ford_Escape_2015_27_17_170_16_4_72_66_178_22_4WD_5_4_SUV_Dtj.jpg,Ford,Escape,2015,Dtj.jpg
12248,Nissan_Titan_2017_52_20_390_56_8_80_75_228_15_RWD_5_4_Pickup_Dtu.jpg,Nissan,Titan,2017,Dtu.jpg
33948,Buick_Encore_2019_30_18_130_14_4_70_65_168_24_AWD_5_4_SUV_DuK.jpg,Buick,Encore,2019,DuK.jpg
15593,Subaru_Forester_2015_28_18_250_20_4_70_68_180_23_AWD_5_4_SUV_Due.jpg,Subaru,Forester,2015,Due.jpg
2820,BMW_X4_2017_58_19_350_30_6_74_63_184_19_AWD_5_4_SUV_Dux.jpg,BMW,X4,2017,Dux.jpg
57105,Volkswagen_e-Golf_2015_33_16_110_nan_nan_70_57_168_nan_FWD_5_4_4dr_DvN.jpg,Volkswagen,e-Golf,2015,DvN.jpg
39656,Kia_Soul EV_2017_33_16_100_nan_nan_70_63_163_nan_FWD_5_4_4dr_Dvo.jpg,Kia,Soul EV,2017,Dvo.jpg
1498,Honda_Pilot_2020_49_20_280_35_6_78_70_196_19_AWD_7_4_SUV_Dvw.jpg,Honda,Pilot,2020,Dvw.jpg
23405,Mazda_MX-5 Miata_2014_27_17_150_20_4_67_49_157_nan_RWD_2_2_Convertible_DwM.jpg,Mazda,MX-5 Miata,2014,DwM.jpg
41352,Land Rover_Range Rover Sport_2019_79_20_390_20_4_78_71_192_nan_4WD_5_4_SUV_DwT.jpg,Land Rover,Range Rover Sport,2019,DwT.jpg
3825,Lexus_ES_2017_41_17_200_25_4_71_57_193_40_FWD_5_4_4dr_DwV.jpg,Lexus,ES,2017,DwV.jpg
10449,Hyundai_Tucson_2016_25_17_170_16_4_72_64_176_25_AWD_5_4_SUV_Dwe.jpg,Hyundai,Tucson,2016,Dwe.jpg
50048,Mercedes-Benz_GLE Class_2017_69_21_360_30_6_78_67_192_17_AWD_5_4_SUV_Dwm.jpg,Mercedes-Benz,GLE Class,2017,Dwm.jpg
57309,Mercedes-Benz_SL Class_2015_84_18_320_30_6_73_51_181_20_RWD_2_2_Convertible_Dwu.jpg,Mercedes-Benz,SL Class,2015,Dwu.jpg
21083,Volvo_XC90_2020_50_19_250_20_4_79_69_194_18_AWD_7_4_SUV_DxS.jpg,Volvo,XC90,2020,DxS.jpg
4737,Lincoln_MKC_2019_49_19_240_20_4_73_65_179_19_AWD_5_4_SUV_Dxg.jpg,Lincoln,MKC,2019,Dxg.jpg
49069,Nissan_Pathfinder_2017_43_20_280_35_6_77_69_198_19_4WD_7_4_SUV_DyG.jpg,Nissan,Pathfinder,2017,DyG.jpg
7785,Mitsubishi_Outlander_2017_23_18_160_24_4_71_66_184_25_FWD_7_4_SUV_Dyd.jpg,Mitsubishi,Outlander,2017,Dyd.jpg
6306,Hyundai_Sonata_2016_23_16_170_16_4_73_58_191_28_FWD_5_4_4dr_DzX.jpg,Hyundai,Sonata,2016,DzX.jpg
44389,Porsche_Cayenne_2017_59_18_300_36_6_78_67_191_18_AWD_5_4_SUV_Dzk.jpg,Porsche,Cayenne,2017,Dzk.jpg
19920,Volkswagen_Tiguan_2012_25_16_200_20_4_71_66_174_22_FWD_5_4_SUV_EAw.jpg,Volkswagen,Tiguan,2012,EAw.jpg
55965,Porsche_Macan_2015_49_19_340_30_6_76_63_184_17_AWD_5_4_SUV_EAy.jpg,Porsche,Macan,2015,EAy.jpg
27686,Nissan_Frontier_2016_26_16_260_40_6_72_70_219_16_RWD_5_4_Pickup_EBN.jpg,Nissan,Frontier,2016,EBN.jpg
50171,Jeep_Cherokee_2000_16_15_120_25_4_69_63_167_20_RWD_5_2_SUV_EBP.jpg,Jeep,Cherokee,2000,EBP.jpg
19797,Lexus_NX_2017_39_17_190_25_4_73_64_182_33_AWD_5_4_SUV_EBi.jpg,Lexus,NX,2017,EBi.jpg
9559,Nissan_GT-R_2016_111_20_540_38_6_74_53_183_16_AWD_4_2_2dr_EDu.jpg,Nissan,GT-R,2016,EDu.jpg
36919,Subaru_Ascent_2020_31_18_260_24_4_76_71_196_21_AWD_8_4_SUV_EED.jpg,Subaru,Ascent,2020,EED.jpg
26494,GMC_Sierra 2500HD_2020_40_17_400_66_8_81_79_nan_nan_RWD_6_4_Pickup_EEF.jpg,GMC,Sierra 2500HD,2020,EEF.jpg
2251,GMC_Terrain_2014_36_18_180_24_4_72_66_185_20_AWD_5_4_SUV_EER.jpg,GMC,Terrain,2014,EER.jpg
30023,Acura_NSX_2019_157_19_570_35_6_76_47_176_21_AWD_2_2_2dr_EFC.jpg,Acura,NSX,2019,EFC.jpg
33967,Nissan_GT-R_2015_111_20_540_38_6_74_53_183_16_AWD_4_2_2dr_EFN.jpg,Nissan,GT-R,2015,EFN.jpg
3510,Hyundai_Veloster_2019_19_17_140_20_4_70_55_166_27_FWD_4_3_3dr_EFX.jpg,Hyundai,Veloster,2019,EFX.jpg
27563,Nissan_Pathfinder_2020_44_20_280_35_6_77_69_198_19_4WD_7_4_SUV_EFs.jpg,Nissan,Pathfinder,2020,EFs.jpg
21409,Buick_Regal_2014_39_19_250_20_nan_73_58_190_19_AWD_5_4_4dr_EFw.jpg,Buick,Regal,2014,EFw.jpg
38689,BMW_X6_2014_60_19_300_30_6_78_66_192_17_AWD_4_4_SUV_EGC.jpg,BMW,X6,2014,EGC.jpg
5023,Volkswagen_Jetta_2017_18_16_150_14_4_70_57_183_28_FWD_5_4_4dr_EGJ.jpg,Volkswagen,Jetta,2017,EGJ.jpg
42081,Rolls-Royce_Phantom_2019_492_21_560_68_12_79_65_235_12_RWD_5_4_4dr_EGy.jpg,Rolls-Royce,Phantom,2019,EGy.jpg
41186,Toyota_Corolla_2017_21_17_130_18_4_69_57_183_28_FWD_5_4_4dr_EHh.jpg,Toyota,Corolla,2017,EHh.jpg
43291,Kia_K900_2016_54_18_310_38_6_74_58_200_17_RWD_5_4_4dr_EHw.jpg,Kia,K900,2016,EHw.jpg
6844,Jeep_Compass_2014_24_17_170_24_4_71_65_175_21_4WD_5_4_SUV_EIY.jpg,Jeep,Compass,2014,EIY.jpg
13030,Acura_MDX_2012_43_18_300_37_6_78_68_191_16_AWD_7_4_SUV_EJM.jpg,Acura,MDX,2012,EJM.jpg
46196,Toyota_RAV4_2020_33_19_200_25_4_73_68_181_nan_AWD_5_4_SUV_EJX.jpg,Toyota,RAV4,2020,EJX.jpg
45037,Honda_Odyssey_2012_31_17_240_35_6_79_68_202_18_FWD_8_4_Van_EKB.jpg,Honda,Odyssey,2012,EKB.jpg
14480,GMC_Acadia_2014_48_20_280_36_6_78_70_200_16_AWD_7_4_SUV_EKh.jpg,GMC,Acadia,2014,EKh.jpg
63130,Porsche_Panamera_2014_78_18_310_36_6_76_55_197_18_RWD_4_4_4dr_ELh.jpg,Porsche,Panamera,2014,ELh.jpg
59747,Kia_Niro_2019_26_16_130_16_4_71_60_171_51_FWD_5_4_SUV_ELi.jpg,Kia,Niro,2019,ELi.jpg
33606,Nissan_Maxima_2014_31_18_290_35_6_73_57_190_19_FWD_5_4_4dr_ELl.jpg,Nissan,Maxima,2014,ELl.jpg
52887,Tesla_Model S_2013_69_19_360_nan_nan_77_56_196_nan_RWD_5_4_4dr_ELr.jpg,Tesla,Model S,2013,ELr.jpg
21900,Chrysler_Pacifica_2008_27_17_250_40_6_79_68_198_14_AWD_5_4_SUV_EMP.jpg,Chrysler,Pacifica,2008,EMP.jpg
43237,McLaren_570S_2019_192_19_560_38_8_76_46_178_nan_RWD_2_2_2dr_EMQ.jpg,McLaren,570S,2019,EMQ.jpg
29808,Jeep_Compass_2020_25_18_180_24_4_73_64_173_22_4WD_5_4_SUV_EOD.jpg,Jeep,Compass,2020,EOD.jpg
29853,Nissan_Versa_2019_15_15_100_16_4_66_60_163_31_FWD_5_4_4dr_EOa.jpg,Nissan,Versa,2019,EOa.jpg
49131,Buick_Cascada_2017_33_20_200_16_4_72_56_184_20_FWD_4_2_Convertible_EOd.jpg,Buick,Cascada,2017,EOd.jpg
3041,Volkswagen_Arteon_2019_37_18_260_20_4_73_56_191_20_AWD_5_4_4dr_EPz.jpg,Volkswagen,Arteon,2019,EPz.jpg
14139,Bentley_Bentayga_2020_203_21_540_40_8_78_68_202_nan_AWD_5_4_SUV_EQN.jpg,Bentley,Bentayga,2020,EQN.jpg
5281,BMW_X7_2019_73_21_330_30_6_78_71_203_20_AWD_7_4_SUV_EQf.jpg,BMW,X7,2019,EQf.jpg
39848,Kia_Rio_2014_16_15_130_16_4_67_57_171_27_FWD_5_4_4dr_ESE.jpg,Kia,Rio,2014,ESE.jpg
8923,Land Rover_Discovery Sport_2016_41_18_240_20_4_74_67_180_20_4WD_5_4_SUV_ESd.jpg,Land Rover,Discovery Sport,2016,ESd.jpg
40027,Lexus_LS_2014_75_18_360_46_8_73_58_200_16_AWD_5_4_4dr_ETI.jpg,Lexus,LS,2014,ETI.jpg
6871,Mitsubishi_Outlander_2014_22_16_160_24_4_70_66_183_25_FWD_7_4_SUV_ETI.jpg,Mitsubishi,Outlander,2014,ETI.jpg
53023,Nissan_Altima_2015_22_16_180_25_4_72_57_191_27_FWD_5_4_4dr_ETg.jpg,Nissan,Altima,2015,ETg.jpg
50975,Mercedes-Benz_SL Class_2016_149_19_570_55_8_73_51_182_16_RWD_2_2_Convertible_ETs.jpg,Mercedes-Benz,SL Class,2016,ETs.jpg
50441,Land Rover_Discovery_2002_33_16_180_40_8_74_76_185_13_4WD_5_4_SUV_EUP.jpg,Land Rover,Discovery,2002,EUP.jpg
37194,Audi_A8_2014_75_19_330_30_6_76_57_202_18_AWD_5_4_4dr_EUg.jpg,Audi,A8,2014,EUg.jpg
25359,Tesla_Model S_2014_69_19_300_nan_nan_77_56_195_nan_RWD_5_4_4dr_EVx.jpg,Tesla,Model S,2014,EVx.jpg
50994,BMW_X6_2013_59_19_300_30_6_78_66_192_16_AWD_4_4_SUV_EWe.jpg,BMW,X6,2013,EWe.jpg
21869,Chrysler_Pacifica_2007_27_17_250_40_6_79_66_198_16_AWD_5_4_Station Wagon_EWw.jpg,Chrysler,Pacifica,2007,EWw.jpg
2917,Subaru_Outback_2019_26_17_170_25_4_72_66_189_25_AWD_5_4_SUV_EXH.jpg,Subaru,Outback,2019,EXH.jpg
28455,Kia_Rio_2016_17_15_130_16_4_67_57_172_27_FWD_5_4_4dr_EXq.jpg,Kia,Rio,2016,EXq.jpg
9490,INFINITI_QX60_2014_43_18_260_35_6_77_68_196_19_AWD_7_4_SUV_EYq.jpg,INFINITI,QX60,2014,EYq.jpg
4386,Lexus_ES_2013_36_17_260_35_6_71_57_192_21_FWD_5_4_4dr_EZE.jpg,Lexus,ES,2013,EZE.jpg
13013,Lexus_RX_2013_41_18_270_35_6_74_67_187_18_AWD_5_4_SUV_EZI.jpg,Lexus,RX,2013,EZI.jpg
62913,Mercedes-Benz_AMG GT_2019_99_19_420_30_6_76_57_199_19_AWD_4_4_4dr_EZu.jpg,Mercedes-Benz,AMG GT,2019,EZu.jpg
47177,Kia_Forte_2015_19_16_170_20_4_70_56_179_25_FWD_5_4_4dr_EcW.jpg,Kia,Forte,2015,EcW.jpg
37345,INFINITI_Q50_2017_35_17_200_20_4_71_57_188_22_AWD_5_4_4dr_Ecz.jpg,INFINITI,Q50,2017,Ecz.jpg
41510,Ford_Taurus_2010_33_19_260_35_6_85_60_202_17_AWD_5_4_4dr_EdK.jpg,Ford,Taurus,2010,EdK.jpg
33974,BMW_8-Series_2019_121_20_520_44_8_74_53_191_17_AWD_4_2_Convertible_Eda.jpg,BMW,8-Series,2019,Eda.jpg
17402,Chevrolet_Traverse_2013_32_17_280_36_6_78_69_203_16_AWD_8_4_SUV_Eex.jpg,Chevrolet,Traverse,2013,Eex.jpg
59434,Maserati_Quattroporte_2012_127_19_420_47_8_74_56_200_11_RWD_5_4_4dr_Egs.jpg,Maserati,Quattroporte,2012,Egs.jpg
32968,Dodge_Grand Caravan_2013_19_17_280_36_6_78_67_202_17_FWD_7_4_Van_EhM.jpg,Dodge,Grand Caravan,2013,EhM.jpg
56419,INFINITI_QX30_2019_41_18_200_20_4_71_59_174_21_AWD_5_4_SUV_EhO.jpg,INFINITI,QX30,2019,EhO.jpg
36695,Chevrolet_Silverado 1500_2015_48_20_350_53_8_80_74_nan_16_RWD_5_4_Pickup_Ehc.jpg,Chevrolet,Silverado 1500,2015,Ehc.jpg
45893,MINI_Cooper Countryman_2014_34_18_200_16_4_70_61_161_25_AWD_5_4_SUV_Ehg.jpg,MINI,Cooper Countryman,2014,Ehg.jpg
61862,Jeep_Compass_2013_23_17_170_24_4_69_65_173_21_4WD_5_4_SUV_Eig.jpg,Jeep,Compass,2013,Eig.jpg
53053,Audi_Q7_2013_52_19_240_30_6_78_68_200_19_AWD_7_4_SUV_EjQ.jpg,Audi,Q7,2013,EjQ.jpg
57889,Chevrolet_Cruze_2017_21_16_150_14_4_70_57_175_28_FWD_5_4_4dr_Ekn.jpg,Chevrolet,Cruze,2017,Ekn.jpg
45116,Buick_Cascada_2019_33_20_200_16_4_72_56_184_21_FWD_4_2_Convertible_Eko.jpg,Buick,Cascada,2019,Eko.jpg
15816,Volvo_XC60_2019_49_19_250_20_4_74_65_184_20_AWD_5_4_SUV_ElD.jpg,Volvo,XC60,2019,ElD.jpg
12281,Hyundai_Santa Fe_2015_31_18_290_33_6_74_66_193_18_AWD_7_4_SUV_ElR.jpg,Hyundai,Santa Fe,2015,ElR.jpg
42730,Chevrolet_Suburban_2015_49_18_350_53_8_80_74_nan_16_RWD_8_4_SUV_ElT.jpg,Chevrolet,Suburban,2015,ElT.jpg
42356,Honda_HR-V_2020_23_17_140_18_4_69_63_170_28_FWD_5_4_SUV_ElT.jpg,Honda,HR-V,2020,ElT.jpg
26752,Audi_A6_2020_54_19_240_20_4_74_57_194_24_AWD_5_4_4dr_Elt.jpg,Audi,A6,2020,Elt.jpg
7568,Cadillac_XTS_2015_49_18_300_36_6_- _- _- T_nan_FWD_5_4_4dr_Elv.jpg,Cadillac,XTS,2015,Elv.jpg
48169,FIAT_500L_2019_24_17_160_14_4_69_65_167_22_FWD_5_4_4dr_EmS.jpg,FIAT,500L,2019,EmS.jpg
46212,Acura_NSX_2004_89_17_250_30_6_71_46_174_17_RWD_2_2_Convertible_EnK.jpg,Acura,NSX,2004,EnK.jpg
54688,Kia_Sorento_2016_32_18_240_20_4_74_66_187_19_AWD_5_4_SUV_EnN.jpg,Kia,Sorento,2016,EnN.jpg
56081,Hyundai_Santa Fe_2012_24_17_170_24_4_74_67_184_20_AWD_5_4_SUV_Ent.jpg,Hyundai,Santa Fe,2012,Ent.jpg
41603,Subaru_Legacy_2013_21_16_170_25_4_71_59_187_24_AWD_5_4_4dr_EoY.jpg,Subaru,Legacy,2013,EoY.jpg
44343,Honda_Pilot_2012_31_18_250_35_6_78_72_191_18_FWD_8_4_SUV_EpE.jpg,Honda,Pilot,2012,EpE.jpg
24382,Land Rover_Defender_2020_49_18_290_20_4_79_77_197_nan_4WD_5_4_SUV_Epd.jpg,Land Rover,Defender,2020,Epd.jpg
8118,Subaru_Forester_2017_29_18_250_20_4_70_68_181_23_AWD_5_4_SUV_EqP.jpg,Subaru,Forester,2017,EqP.jpg
5299,Chevrolet_Malibu_2020_22_16_160_15_4_73_57_194_29_FWD_5_4_4dr_Eqn.jpg,Chevrolet,Malibu,2020,Eqn.jpg
35213,Lexus_GX_2014_49_18_300_46_8_74_74_189_15_4WD_7_4_SUV_ErI.jpg,Lexus,GX,2014,ErI.jpg
1035,Mercedes-Benz_CLS Class_2013_74_18_400_46_8_74_55_194_16_AWD_4_4_4dr_ErY.jpg,Mercedes-Benz,CLS Class,2013,ErY.jpg
4854,Toyota_Supra_1990_22_nan_nan_nan_nan_nan_nan_nan_nan_nan_0_0_nan_EtK.jpg,Toyota,Supra,1990,EtK.jpg
15240,Volkswagen_e-Golf_2017_33_16_130_nan_nan_70_57_168_nan_FWD_5_4_4dr_Etv.jpg,Volkswagen,e-Golf,2017,Etv.jpg
14847,Jaguar_XF_2020_54_18_240_20_4_78_57_195_23_AWD_5_4_4dr_EuN.jpg,Jaguar,XF,2020,EuN.jpg
31209,Toyota_Prius C_2013_23_15_730_15_4_66_56_157_53_FWD_5_4_4dr_Euy.jpg,Toyota,Prius C,2013,Euy.jpg
48581,MINI_Clubman_2012_21_15_110_16_4_66_56_155_27_FWD_4_2_2dr_Euz.jpg,MINI,Clubman,2012,Euz.jpg
52854,Ford_Expedition_2012_46_18_310_54_8_78_77_nan_14_RWD_8_4_SUV_EvX.jpg,Ford,Expedition,2012,EvX.jpg
21139,Dodge_Charger_2013_32_19_370_57_8_74_58_200_15_AWD_5_4_4dr_Evb.jpg,Dodge,Charger,2013,Evb.jpg
26334,BMW_i3_2015_42_19_170_nan_nan_70_62_157_nan_RWD_4_4_4dr_Evb.jpg,BMW,i3,2015,Evb.jpg
11207,Chevrolet_TrailBlazer_2007_25_17_290_42_6_74_72_nan_16_RWD_5_4_SUV_EwV.jpg,Chevrolet,TrailBlazer,2007,EwV.jpg
7779,Audi_A8_2015_86_19_430_40_8_76_57_202_18_AWD_5_4_4dr_ExG.jpg,Audi,A8,2015,ExG.jpg
4595,Kia_Sorento_2012_21_17_170_24_4_74_67_183_20_FWD_5_4_SUV_Exv.jpg,Kia,Sorento,2012,Exv.jpg
13943,BMW_X4_2020_61_19_350_30_6_76_63_187_21_AWD_5_4_SUV_Eyz.jpg,BMW,X4,2020,Eyz.jpg
40311,Bentley_Continental GT_2017_236_20_580_60_12_76_55_189_12_AWD_4_2_Convertible_Ezj.jpg,Bentley,Continental GT,2017,Ezj.jpg
18114,Ford_Fiesta_2012_13_15_120_16_4_67_58_173_28_FWD_5_4_4dr_Ezo.jpg,Ford,Fiesta,2012,Ezo.jpg
63703,Audi_A8_2016_85_19_240_30_6_76_57_207_24_AWD_5_4_4dr_FAA.jpg,Audi,A8,2016,FAA.jpg
37184,Ford_Super Duty F-250_2019_55_18_380_62_8_80_78_250_nan_RWD_5_4_Pickup_FAd.jpg,Ford,Super Duty F-250,2019,FAd.jpg
44626,Maserati_Levante_2017_72_19_340_30_6_77_66_197_14_AWD_5_4_SUV_FBM.jpg,Maserati,Levante,2017,FBM.jpg
55470,Volkswagen_Jetta_2020_23_17_140_14_4_70_57_185_nan_FWD_5_4_4dr_FBN.jpg,Volkswagen,Jetta,2020,FBN.jpg
34354,Mazda_CX-5_2019_31_19_180_25_4_72_65_179_24_AWD_5_4_SUV_FBN.jpg,Mazda,CX-5,2019,FBN.jpg
4394,Nissan_Versa_2017_17_16_100_16_4_66_60_163_31_FWD_5_4_4dr_FBW.jpg,Nissan,Versa,2017,FBW.jpg
33742,Chevrolet_Tahoe_2012_38_17_320_53_8_79_76_nan_15_RWD_9_4_SUV_FCX.jpg,Chevrolet,Tahoe,2012,FCX.jpg
17209,Chevrolet_Malibu_2017_27_17_120_18_4_73_57_193_49_FWD_5_4_4dr_FDF.jpg,Chevrolet,Malibu,2017,FDF.jpg
20547,Dodge_Charger_2020_31_20_300_36_6_75_57_198_nan_RWD_5_4_4dr_FDJ.jpg,Dodge,Charger,2020,FDJ.jpg
38431,Toyota_Sequoia_2016_57_20_380_57_8_79_77_205_13_4WD_8_4_SUV_FEL.jpg,Toyota,Sequoia,2016,FEL.jpg
56242,Audi_A8_2020_nan_19_330_30_6_76_58_208_nan_AWD_5_4_4dr_FET.jpg,Audi,A8,2020,FET.jpg
12727,Buick_Regal_2013_29_17_180_24_4_73_58_190_19_FWD_5_4_4dr_FFO.jpg,Buick,Regal,2013,FFO.jpg
23633,BMW_8-Series_1996_74_nan_nan_nan_nan_nan_nan_nan_nan_RWD_0_2_2dr_FGU.jpg,BMW,8-Series,1996,FGU.jpg
59555,Honda_Accord_2020_29_17_210_20_4_73_57_192_48_FWD_5_4_4dr_FGh.jpg,Honda,Accord,2020,FGh.jpg
56235,Maserati_Quattroporte_2013_127_20_420_47_8_74_56_200_12_RWD_5_4_4dr_FHS.jpg,Maserati,Quattroporte,2013,FHS.jpg
48014,Lexus_LS_2012_69_18_350_46_8_73_58_199_16_AWD_5_4_4dr_FIh.jpg,Lexus,LS,2012,FIh.jpg
51788,Kia_Soul_2016_21_17_160_20_4_70_63_163_24_FWD_5_4_4dr_FJg.jpg,Kia,Soul,2016,FJg.jpg
18498,Nissan_Frontier_2015_32_18_260_40_6_72_70_219_16_RWD_5_4_Pickup_FJq.jpg,Nissan,Frontier,2015,FJq.jpg
64345,INFINITI_QX80_2014_62_20_400_56_8_79_75_208_14_RWD_7_4_SUV_FLo.jpg,INFINITI,QX80,2014,FLo.jpg
56664,Volvo_XC60_2014_41_18_300_30_6_74_67_182_17_AWD_5_4_SUV_FNJ.jpg,Volvo,XC60,2014,FNJ.jpg
4642,Buick_Lacrosse_2016_33_18_300_36_6_73_59_196_18_FWD_5_4_4dr_FNk.jpg,Buick,Lacrosse,2016,FNk.jpg
4551,Acura_NSX_2016_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_FOT.jpg,Acura,NSX,2016,FOT.jpg
59517,Lexus_LX_2016_88_20_380_57_8_78_73_199_13_4WD_8_4_SUV_FPL.jpg,Lexus,LX,2016,FPL.jpg
38777,BMW_i8_2020_147_20_360_15_3_76_50_184_nan_AWD_4_2_2dr_FPR.jpg,BMW,i8,2020,FPR.jpg
22613,Chevrolet_Impala_2020_31_18_300_36_6_73_58_201_19_FWD_5_4_4dr_FQz.jpg,Chevrolet,Impala,2020,FQz.jpg
35768,Porsche_Cayenne_2012_48_18_300_36_6_76_67_190_15_AWD_5_4_SUV_FRJ.jpg,Porsche,Cayenne,2012,FRJ.jpg
35596,Nissan_Leaf_2014_28_16_100_nan_nan_69_61_175_nan_FWD_5_4_4dr_FSC.jpg,Nissan,Leaf,2014,FSC.jpg
8026,Aston Martin_Vanquish_2004_234_19_460_59_12_75_51_183_12_RWD_2_2_2dr_FSk.jpg,Aston Martin,Vanquish,2004,FSk.jpg
15151,Chevrolet_Volt_2017_33_17_140_15_4_71_56_180_nan_FWD_5_4_4dr_FTE.jpg,Chevrolet,Volt,2017,FTE.jpg
22514,Hyundai_Elantra_2020_21_15_120_14_4_70_56_181_33_FWD_5_4_4dr_FUZ.jpg,Hyundai,Elantra,2020,FUZ.jpg
822,Mazda_CX-9_2015_36_20_270_37_6_76_68_200_16_AWD_7_4_SUV_FVa.jpg,Mazda,CX-9,2015,FVa.jpg
39056,Alfa Romeo_4C_2019_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_FVy.jpg,Alfa Romeo,4C,2019,FVy.jpg
37338,GMC_Acadia_2016_49_20_280_36_6_78_70_200_15_AWD_7_4_SUV_FWD.jpg,GMC,Acadia,2016,FWD.jpg
4947,Honda_Ridgeline_2009_28_17_250_35_6_77_70_207_15_4WD_5_4_Pickup_FWb.jpg,Honda,Ridgeline,2009,FWb.jpg
34229,Volkswagen_Passat_2019_29_19_170_20_4_72_58_191_25_FWD_5_4_4dr_FXK.jpg,Volkswagen,Passat,2019,FXK.jpg
12398,Land Rover_Range Rover Sport_2020_88_21_390_20_4_78_71_192_nan_4WD_5_4_SUV_FYa.jpg,Land Rover,Range Rover Sport,2020,FYa.jpg
9878,Mazda_CX-3_2019_27_18_140_20_4_69_60_168_27_AWD_5_4_SUV_FbH.jpg,Mazda,CX-3,2019,FbH.jpg
7319,Mercedes-Benz_E Class_2017_72_19_390_30_6_73_57_194_18_AWD_5_4_4dr_FcA.jpg,Mercedes-Benz,E Class,2017,FcA.jpg
12765,Lexus_LX_2014_82_20_380_57_8_77_73_197_12_4WD_8_4_SUV_FdR.jpg,Lexus,LX,2014,FdR.jpg
49864,Nissan_Frontier_2013_31_18_260_40_6_72_73_nan_16_RWD_5_4_Pickup_FdV.jpg,Nissan,Frontier,2013,FdV.jpg
55030,BMW_6-Series_2011_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_Fdy.jpg,BMW,6-Series,2011,Fdy.jpg
25351,INFINITI_Q70_2014_51_18_330_37_6_72_59_194_17_AWD_5_4_4dr_Feu.jpg,INFINITI,Q70,2014,Feu.jpg
17788,Rolls-Royce_Wraith_2014_284_20_620_66_12_76_59_207_nan_RWD_4_2_2dr_FgE.jpg,Rolls-Royce,Wraith,2014,FgE.jpg
34322,Honda_Passport_2020_38_20_280_35_6_78_72_190_19_AWD_5_4_SUV_Fhv.jpg,Honda,Passport,2020,Fhv.jpg
911,Rolls-Royce_Phantom_2011_380_21_450_67_12_78_64_229_11_RWD_5_4_4dr_Fik.jpg,Rolls-Royce,Phantom,2011,Fik.jpg
